"County","State","FIPS Code","Formatted FIPS","Average annual wage in the specialty trade contractors industry "
"Emmet","MI","26047","=""26047""","43091"
"Genesee","MI","26049","=""26049""","60627"
"Gladwin","MI","26051","=""26051""","49135"
"Gogebic","MI","26053","=""26053""","41746"
"Grand Traverse","MI","26055","=""26055""","49966"
"Gratiot","MI","26057","=""26057""","37024"
"Hillsdale","MI","26059","=""26059""","41642"
"Houghton","MI","26061","=""26061""","49446"
"Huron","MI","26063","=""26063""","40507"
"Ingham","MI","26065","=""26065""","55450"
"Ionia","MI","26067","=""26067""","57333"
"Iosco","MI","26069","=""26069""","35455"
"Iron","MI","26071","=""26071""","47427"
"Isabella","MI","26073","=""26073""","54210"
"Jackson","MI","26075","=""26075""","54904"
"Kalamazoo","MI","26077","=""26077""","58252"
"Kalkaska","MI","26079","=""26079""","76265"
"Kent","MI","26081","=""26081""","60362"
"Keweenaw","MI","26083","=""26083""","N/A"
"Lake","MI","26085","=""26085""","42892"
"Lapeer","MI","26087","=""26087""","55223"
"Leelanau","MI","26089","=""26089""","N/A"
"Lenawee","MI","26091","=""26091""","50964"
"Livingston","MI","26093","=""26093""","58578"
"Luce","MI","26095","=""26095""","39844"
"Mackinac","MI","26097","=""26097""","N/A"
"Macomb","MI","26099","=""26099""","65022"
"Manistee","MI","26101","=""26101""","36600"
"Marquette","MI","26103","=""26103""","47356"
"Mason","MI","26105","=""26105""","50298"
"Mecosta","MI","26107","=""26107""","40984"
"Menominee","MI","26109","=""26109""","40922"
"Midland","MI","26111","=""26111""","51945"
"Missaukee","MI","26113","=""26113""","38908"
"Monroe","MI","26115","=""26115""","60777"
"Montcalm","MI","26117","=""26117""","50408"
"Montmorency","MI","26119","=""26119""","31505"
"Muskegon","MI","26121","=""26121""","62773"
"Newaygo","MI","26123","=""26123""","43267"
"Oakland","MI","26125","=""26125""","70447"
"Oceana","MI","26127","=""26127""","40870"
"Ogemaw","MI","26129","=""26129""","37359"
"Ontonagon","MI","26131","=""26131""","35628"
"Osceola","MI","26133","=""26133""","N/A"
"Oscoda","MI","26135","=""26135""","45851"
"Otsego","MI","26137","=""26137""","41368"
"Ottawa","MI","26139","=""26139""","54120"
"Presque Isle","MI","26141","=""26141""","32500"
"Roscommon","MI","26143","=""26143""","60606"
"Saginaw","MI","26145","=""26145""","52794"
"St. Clair","MI","26147","=""26147""","55866"
"St. Joseph","MI","26149","=""26149""","54505"
"Sanilac","MI","26151","=""26151""","43909"
"Schoolcraft","MI","26153","=""26153""","N/A"
"Shiawassee","MI","26155","=""26155""","44801"
"Tuscola","MI","26157","=""26157""","39793"
"Van Buren","MI","26159","=""26159""","46208"
"Washtenaw","MI","26161","=""26161""","63542"
"Wayne","MI","26163","=""26163""","67699"
"Wexford","MI","26165","=""26165""","38836"
"Aitkin","MN","27001","=""27001""","41772"
"Anoka","MN","27003","=""27003""","64464"
"Becker","MN","27005","=""27005""","47506"
"Beltrami","MN","27007","=""27007""","53332"
"Benton","MN","27009","=""27009""","61364"
"Big Stone","MN","27011","=""27011""","N/A"
"Blue Earth","MN","27013","=""27013""","59299"
"Brown","MN","27015","=""27015""","43597"
"Carlton","MN","27017","=""27017""","70628"
"Carver","MN","27019","=""27019""","62048"
"Cass","MN","27021","=""27021""","43168"
"Chippewa","MN","27023","=""27023""","N/A"
"Chisago","MN","27025","=""27025""","59226"
"Clay","MN","27027","=""27027""","40714"
"Clearwater","MN","27029","=""27029""","51408"
"Cook","MN","27031","=""27031""","30419"
"Cottonwood","MN","27033","=""27033""","48758"
"Crow Wing","MN","27035","=""27035""","49127"
"Dakota","MN","27037","=""27037""","67842"
"Dodge","MN","27039","=""27039""","48962"
"Douglas","MN","27041","=""27041""","50410"
"Faribault","MN","27043","=""27043""","37994"
"Fillmore","MN","27045","=""27045""","38318"
"Freeborn","MN","27047","=""27047""","47474"
"Goodhue","MN","27049","=""27049""","61359"
"Grant","MN","27051","=""27051""","38701"
"Hennepin","MN","27053","=""27053""","71837"
"Houston","MN","27055","=""27055""","47825"
"Hubbard","MN","27057","=""27057""","38931"
"Isanti","MN","27059","=""27059""","46076"
"Itasca","MN","27061","=""27061""","53750"
"Jackson","MN","27063","=""27063""","33203"
"Kanabec","MN","27065","=""27065""","66958"
"Kandiyohi","MN","27067","=""27067""","45138"
"Kittson","MN","27069","=""27069""","41361"
"Koochiching","MN","27071","=""27071""","56218"
"Lac qui Parle","MN","27073","=""27073""","33009"
"Lake","MN","27075","=""27075""","35794"
"Lake of the Woods","MN","27077","=""27077""","N/A"
"Le Sueur","MN","27079","=""27079""","56150"
"Lincoln","MN","27081","=""27081""","32882"
"Lyon","MN","27083","=""27083""","48615"
"McLeod","MN","27085","=""27085""","56045"
"Mahnomen","MN","27087","=""27087""","N/A"
"Marshall","MN","27089","=""27089""","39261"
"Martin","MN","27091","=""27091""","44431"
"Meeker","MN","27093","=""27093""","47060"
"Mille Lacs","MN","27095","=""27095""","48271"
"Morrison","MN","27097","=""27097""","49563"
"Mower","MN","27099","=""27099""","53681"
"Murray","MN","27101","=""27101""","32661"
"Nicollet","MN","27103","=""27103""","47003"
"Nobles","MN","27105","=""27105""","39386"
"Norman","MN","27107","=""27107""","29682"
"Olmsted","MN","27109","=""27109""","58308"
"Otter Tail","MN","27111","=""27111""","38470"
"Pennington","MN","27113","=""27113""","44321"
"Pine","MN","27115","=""27115""","42404"
"Pipestone","MN","27117","=""27117""","45779"
"Polk","MN","27119","=""27119""","43271"
"Pope","MN","27121","=""27121""","42551"
"Ramsey","MN","27123","=""27123""","75309"
"Red Lake","MN","27125","=""27125""","30073"
"Redwood","MN","27127","=""27127""","45483"
"Renville","MN","27129","=""27129""","43705"
"Rice","MN","27131","=""27131""","58041"
"Rock","MN","27133","=""27133""","46111"
"Roseau","MN","27135","=""27135""","31779"
"St. Louis","MN","27137","=""27137""","56340"
"Scott","MN","27139","=""27139""","66280"
"Sherburne","MN","27141","=""27141""","51789"
"Sibley","MN","27143","=""27143""","40928"
"Stearns","MN","27145","=""27145""","57564"
"Steele","MN","27147","=""27147""","57892"
"Stevens","MN","27149","=""27149""","41893"
"Swift","MN","27151","=""27151""","42494"
"Todd","MN","27153","=""27153""","38704"
"Traverse","MN","27155","=""27155""","38700"
"Wabasha","MN","27157","=""27157""","38103"
"Wadena","MN","27159","=""27159""","34546"
"Waseca","MN","27161","=""27161""","42907"
"Washington","MN","27163","=""27163""","64142"
"Watonwan","MN","27165","=""27165""","42912"
"Wilkin","MN","27167","=""27167""","40132"
"Winona","MN","27169","=""27169""","48124"
"Wright","MN","27171","=""27171""","53687"
"Yellow Medicine","MN","27173","=""27173""","37140"
"Adams","MS","28001","=""28001""","44593"
"Alcorn","MS","28003","=""28003""","46601"
"Amite","MS","28005","=""28005""","31942"
"Attala","MS","28007","=""28007""","42110"
"Benton","MS","28009","=""28009""","36329"
"Bolivar","MS","28011","=""28011""","40050"
"Calhoun","MS","28013","=""28013""","N/A"
"Carroll","MS","28015","=""28015""","27465"
"Chickasaw","MS","28017","=""28017""","34415"
"Choctaw","MS","28019","=""28019""","17420"
"Claiborne","MS","28021","=""28021""","N/A"
"Clarke","MS","28023","=""28023""","35940"
"Clay","MS","28025","=""28025""","49488"
"Coahoma","MS","28027","=""28027""","32161"
"Copiah","MS","28029","=""28029""","35847"
"Covington","MS","28031","=""28031""","24505"
"DeSoto","MS","28033","=""28033""","47244"
"Forrest","MS","28035","=""28035""","47652"
"Franklin","MS","28037","=""28037""","N/A"
"George","MS","28039","=""28039""","49007"
"Greene","MS","28041","=""28041""","N/A"
"Grenada","MS","28043","=""28043""","36942"
"Hancock","MS","28045","=""28045""","51158"
"Harrison","MS","28047","=""28047""","41449"
"Hinds","MS","28049","=""28049""","46905"
"Holmes","MS","28051","=""28051""","N/A"
"Humphreys","MS","28053","=""28053""","N/A"
"Issaquena","MS","28055","=""28055""","N/A"
"Itawamba","MS","28057","=""28057""","46132"
"Jackson","MS","28059","=""28059""","52184"
"Jasper","MS","28061","=""28061""","35557"
"Jefferson","MS","28063","=""28063""","N/A"
"Jefferson Davis","MS","28065","=""28065""","53736"
"Jones","MS","28067","=""28067""","38838"
"Kemper","MS","28069","=""28069""","N/A"
"Lafayette","MS","28071","=""28071""","37313"
"Lamar","MS","28073","=""28073""","36642"
"Lauderdale","MS","28075","=""28075""","41798"
"Lawrence","MS","28077","=""28077""","54725"
"Leake","MS","28079","=""28079""","32362"
"Lee","MS","28081","=""28081""","43231"
"Leflore","MS","28083","=""28083""","48781"
"Lincoln","MS","28085","=""28085""","37399"
"Lowndes","MS","28087","=""28087""","43789"
"Madison","MS","28089","=""28089""","49962"
"Marion","MS","28091","=""28091""","43178"
"Marshall","MS","28093","=""28093""","47537"
"Monroe","MS","28095","=""28095""","46960"
"Montgomery","MS","28097","=""28097""","38785"
"Neshoba","MS","28099","=""28099""","N/A"
"Newton","MS","28101","=""28101""","29646"
"Noxubee","MS","28103","=""28103""","35599"
"Oktibbeha","MS","28105","=""28105""","31503"
"Panola","MS","28107","=""28107""","40593"
"Pearl River","MS","28109","=""28109""","45762"
"Perry","MS","28111","=""28111""","N/A"
"Pike","MS","28113","=""28113""","34948"
"Pontotoc","MS","28115","=""28115""","34644"
"Prentiss","MS","28117","=""28117""","38501"
"Quitman","MS","28119","=""28119""","N/A"
"Rankin","MS","28121","=""28121""","53591"
"Scott","MS","28123","=""28123""","41659"
"Sharkey","MS","28125","=""28125""","N/A"
"Simpson","MS","28127","=""28127""","41909"
"Smith","MS","28129","=""28129""","29815"
"Stone","MS","28131","=""28131""","35373"
"Sunflower","MS","28133","=""28133""","35511"
"Tallahatchie","MS","28135","=""28135""","N/A"
"Tate","MS","28137","=""28137""","41058"
"Tippah","MS","28139","=""28139""","47737"
"Tishomingo","MS","28141","=""28141""","41888"
"Tunica","MS","28143","=""28143""","N/A"
"Union","MS","28145","=""28145""","37899"
"Walthall","MS","28147","=""28147""","42896"
"Warren","MS","28149","=""28149""","42681"
"Washington","MS","28151","=""28151""","38775"
"Wayne","MS","28153","=""28153""","32861"
"Webster","MS","28155","=""28155""","34819"
"Wilkinson","MS","28157","=""28157""","N/A"
"Winston","MS","28159","=""28159""","28198"
"Yalobusha","MS","28161","=""28161""","34560"
"Yazoo","MS","28163","=""28163""","48591"
"Adair","MO","29001","=""29001""","36917"
"Andrew","MO","29003","=""29003""","38320"
"Atchison","MO","29005","=""29005""","31544"
"Audrain","MO","29007","=""29007""","45725"
"Barry","MO","29009","=""29009""","32851"
"Barton","MO","29011","=""29011""","40669"
"Bates","MO","29013","=""29013""","30473"
"Benton","MO","29015","=""29015""","38363"
"Bollinger","MO","29017","=""29017""","45629"
"Boone","MO","29019","=""29019""","43132"
"Buchanan","MO","29021","=""29021""","61568"
"Butler","MO","29023","=""29023""","37418"
"Caldwell","MO","29025","=""29025""","N/A"
"Callaway","MO","29027","=""29027""","51446"
"Camden","MO","29029","=""29029""","44522"
"Cape Girardeau","MO","29031","=""29031""","47500"
"Carroll","MO","29033","=""29033""","54640"
"Carter","MO","29035","=""29035""","N/A"
"Cass","MO","29037","=""29037""","52142"
"Cedar","MO","29039","=""29039""","38301"
"Chariton","MO","29041","=""29041""","31363"
"Christian","MO","29043","=""29043""","42452"
"Clark","MO","29045","=""29045""","N/A"
"Clay","MO","29047","=""29047""","51809"
"Clinton","MO","29049","=""29049""","45080"
"Cole","MO","29051","=""29051""","54806"
"Cooper","MO","29053","=""29053""","55865"
"Crawford","MO","29055","=""29055""","40416"
"Dade","MO","29057","=""29057""","38456"
"Dallas","MO","29059","=""29059""","29945"
"Daviess","MO","29061","=""29061""","33222"
"DeKalb","MO","29063","=""29063""","N/A"
"Dent","MO","29065","=""29065""","33639"
"Douglas","MO","29067","=""29067""","N/A"
"Dunklin","MO","29069","=""29069""","76551"
"Franklin","MO","29071","=""29071""","47548"
"Gasconade","MO","29073","=""29073""","33169"
"Gentry","MO","29075","=""29075""","21078"
"Greene","MO","29077","=""29077""","46385"
"Grundy","MO","29079","=""29079""","34128"
"Harrison","MO","29081","=""29081""","27523"
"Henry","MO","29083","=""29083""","38183"
"Hickory","MO","29085","=""29085""","24725"
"Holt","MO","29087","=""29087""","N/A"
"Howard","MO","29089","=""29089""","42608"
"Howell","MO","29091","=""29091""","30908"
"Iron","MO","29093","=""29093""","31592"
"Jackson","MO","29095","=""29095""","64520"
"Jasper","MO","29097","=""29097""","47480"
"Jefferson","MO","29099","=""29099""","51716"
"Johnson","MO","29101","=""29101""","46110"
"Knox","MO","29103","=""29103""","N/A"
"Laclede","MO","29105","=""29105""","39787"
"Lafayette","MO","29107","=""29107""","45694"
"Lawrence","MO","29109","=""29109""","39252"
"Lewis","MO","29111","=""29111""","28861"
"Lincoln","MO","29113","=""29113""","50110"
"Linn","MO","29115","=""29115""","36299"
"Livingston","MO","29117","=""29117""","33709"
"McDonald","MO","29119","=""29119""","40826"
"Macon","MO","29121","=""29121""","33131"
"Madison","MO","29123","=""29123""","29243"
"Maries","MO","29125","=""29125""","37359"
"Marion","MO","29127","=""29127""","43320"
"Mercer","MO","29129","=""29129""","25575"
"Miller","MO","29131","=""29131""","37708"
"Mississippi","MO","29133","=""29133""","28777"
"Moniteau","MO","29135","=""29135""","40306"
"Monroe","MO","29137","=""29137""","N/A"
"Montgomery","MO","29139","=""29139""","43254"
"Morgan","MO","29141","=""29141""","37612"
"New Madrid","MO","29143","=""29143""","35458"
"Newton","MO","29145","=""29145""","38786"
"Nodaway","MO","29147","=""29147""","38298"
"Oregon","MO","29149","=""29149""","N/A"
"Osage","MO","29151","=""29151""","43501"
"Ozark","MO","29153","=""29153""","36490"
"Pemiscot","MO","29155","=""29155""","N/A"
"Perry","MO","29157","=""29157""","43126"
"Pettis","MO","29159","=""29159""","39619"
"Phelps","MO","29161","=""29161""","33098"
"Pike","MO","29163","=""29163""","46492"
"Platte","MO","29165","=""29165""","57848"
"Polk","MO","29167","=""29167""","32640"
"Pulaski","MO","29169","=""29169""","N/A"
"Putnam","MO","29171","=""29171""","N/A"
"Ralls","MO","29173","=""29173""","47366"
"Randolph","MO","29175","=""29175""","43436"
"Ray","MO","29177","=""29177""","41291"
"Reynolds","MO","29179","=""29179""","28604"
"Ripley","MO","29181","=""29181""","55360"
"St. Charles","MO","29183","=""29183""","56154"
"St. Clair","MO","29185","=""29185""","N/A"
"Ste. Genevieve","MO","29186","=""29186""","50993"
"St. Francois","MO","29187","=""29187""","56035"
"St. Louis","MO","29189","=""29189""","65032"
"Saline","MO","29195","=""29195""","40589"
"Schuyler","MO","29197","=""29197""","28459"
"Scotland","MO","29199","=""29199""","N/A"
"Scott","MO","29201","=""29201""","44970"
"Shannon","MO","29203","=""29203""","N/A"
"Shelby","MO","29205","=""29205""","N/A"
"Stoddard","MO","29207","=""29207""","30571"
"Stone","MO","29209","=""29209""","38245"
"Sullivan","MO","29211","=""29211""","25403"
"Taney","MO","29213","=""29213""","40746"
"Texas","MO","29215","=""29215""","42413"
"Vernon","MO","29217","=""29217""","40863"
"Warren","MO","29219","=""29219""","48347"
"Washington","MO","29221","=""29221""","27432"
"Wayne","MO","29223","=""29223""","25707"
"Webster","MO","29225","=""29225""","33502"
"Worth","MO","29227","=""29227""","N/A"
"Wright","MO","29229","=""29229""","30981"
"St. Louis City","MO","29510","=""29510""","70562"
"Beaverhead","MT","30001","=""30001""","29701"
"Big Horn","MT","30003","=""30003""","31232"
"Blaine","MT","30005","=""30005""","36412"
"Broadwater","MT","30007","=""30007""","44929"
"Carbon","MT","30009","=""30009""","43909"
"Carter","MT","30011","=""30011""","N/A"
"Cascade","MT","30013","=""30013""","46911"
"Chouteau","MT","30015","=""30015""","30763"
"Custer","MT","30017","=""30017""","44674"
"Daniels","MT","30019","=""30019""","19535"
"Dawson","MT","30021","=""30021""","38382"
"Deer Lodge","MT","30023","=""30023""","68140"
"Fallon","MT","30025","=""30025""","N/A"
"Fergus","MT","30027","=""30027""","43720"
"Flathead","MT","30029","=""30029""","43851"
"Gallatin","MT","30031","=""30031""","48405"
"Garfield","MT","30033","=""30033""","30146"
"Glacier","MT","30035","=""30035""","43911"
"Golden Valley","MT","30037","=""30037""","N/A"
"Granite","MT","30039","=""30039""","N/A"
"Hill","MT","30041","=""30041""","45322"
"Jefferson","MT","30043","=""30043""","39492"
"Judith Basin","MT","30045","=""30045""","40946"
"Lake","MT","30047","=""30047""","33893"
"Lewis and Clark","MT","30049","=""30049""","44523"
"Liberty","MT","30051","=""30051""","N/A"
"Lincoln","MT","30053","=""30053""","47637"
"McCone","MT","30055","=""30055""","36213"
"Madison","MT","30057","=""30057""","41430"
"Meagher","MT","30059","=""30059""","53160"
"Mineral","MT","30061","=""30061""","48196"
"Missoula","MT","30063","=""30063""","47078"
"Musselshell","MT","30065","=""30065""","46482"
"Park","MT","30067","=""30067""","44216"
"Petroleum","MT","30069","=""30069""","N/A"
"Phillips","MT","30071","=""30071""","47907"
"Pondera","MT","30073","=""30073""","37064"
"Powder River","MT","30075","=""30075""","24732"
"Powell","MT","30077","=""30077""","39888"
"Prairie","MT","30079","=""30079""","35071"
"Ravalli","MT","30081","=""30081""","36071"
"Richland","MT","30083","=""30083""","56122"
"Roosevelt","MT","30085","=""30085""","32041"
"Rosebud","MT","30087","=""30087""","79566"
"Sanders","MT","30089","=""30089""","40120"
"Sheridan","MT","30091","=""30091""","36848"
"Silver Bow","MT","30093","=""30093""","44617"
"Stillwater","MT","30095","=""30095""","38270"
"Sweet Grass","MT","30097","=""30097""","N/A"
"Teton","MT","30099","=""30099""","36097"
"Toole","MT","30101","=""30101""","32652"
"Treasure","MT","30103","=""30103""","N/A"
"Valley","MT","30105","=""30105""","35238"
"Wheatland","MT","30107","=""30107""","N/A"
"Wibaux","MT","30109","=""30109""","N/A"
"Yellowstone","MT","30111","=""30111""","51471"
"Adams","NE","31001","=""31001""","41047"
"Antelope","NE","31003","=""31003""","51352"
"Arthur","NE","31005","=""31005""","N/A"
"Banner","NE","31007","=""31007""","N/A"
"Blaine","NE","31009","=""31009""","N/A"
"Boone","NE","31011","=""31011""","44537"
"Box Butte","NE","31013","=""31013""","43101"
"Boyd","NE","31015","=""31015""","N/A"
"Brown","NE","31017","=""31017""","37001"
"Buffalo","NE","31019","=""31019""","43071"
"Burt","NE","31021","=""31021""","33456"
"Butler","NE","31023","=""31023""","41494"
"Cass","NE","31025","=""31025""","37806"
"Cedar","NE","31027","=""31027""","41647"
"Chase","NE","31029","=""31029""","39713"
"Cherry","NE","31031","=""31031""","31789"
"Cheyenne","NE","31033","=""31033""","38849"
"Clay","NE","31035","=""31035""","N/A"
"Colfax","NE","31037","=""31037""","37132"
"Cuming","NE","31039","=""31039""","43265"
"Custer","NE","31041","=""31041""","37522"
"Dakota","NE","31043","=""31043""","48209"
"Dawes","NE","31045","=""31045""","34021"
"Dawson","NE","31047","=""31047""","40378"
"Deuel","NE","31049","=""31049""","N/A"
"Dixon","NE","31051","=""31051""","41308"
"Dodge","NE","31053","=""31053""","44828"
"Douglas","NE","31055","=""31055""","55559"
"Dundy","NE","31057","=""31057""","39493"
"Fillmore","NE","31059","=""31059""","34943"
"Franklin","NE","31061","=""31061""","N/A"
"Frontier","NE","31063","=""31063""","N/A"
"Furnas","NE","31065","=""31065""","N/A"
"Gage","NE","31067","=""31067""","36791"
"Garden","NE","31069","=""31069""","N/A"
"Garfield","NE","31071","=""31071""","N/A"
"Gosper","NE","31073","=""31073""","35367"
"Grant","NE","31075","=""31075""","N/A"
"Greeley","NE","31077","=""31077""","N/A"
"Hall","NE","31079","=""31079""","45245"
"Hamilton","NE","31081","=""31081""","47830"
"Harlan","NE","31083","=""31083""","25440"
"Hayes","NE","31085","=""31085""","N/A"
"Hitchcock","NE","31087","=""31087""","N/A"
"Holt","NE","31089","=""31089""","35244"
"Hooker","NE","31091","=""31091""","N/A"
"Howard","NE","31093","=""31093""","31454"
"Jefferson","NE","31095","=""31095""","48692"
"Johnson","NE","31097","=""31097""","29141"
"Kearney","NE","31099","=""31099""","33066"
"Keith","NE","31101","=""31101""","33131"
"Keya Paha","NE","31103","=""31103""","N/A"
"Kimball","NE","31105","=""31105""","26318"
"Knox","NE","31107","=""31107""","26349"
"Lancaster","NE","31109","=""31109""","46700"
"Lincoln","NE","31111","=""31111""","45836"
"Logan","NE","31113","=""31113""","N/A"
"Loup","NE","31115","=""31115""","N/A"
"McPherson","NE","31117","=""31117""","N/A"
"Madison","NE","31119","=""31119""","42337"
"Merrick","NE","31121","=""31121""","58121"
"Morrill","NE","31123","=""31123""","34982"
"Nance","NE","31125","=""31125""","17886"
"Nemaha","NE","31127","=""31127""","44799"
"Nuckolls","NE","31129","=""31129""","29792"
"Otoe","NE","31131","=""31131""","40749"
"Pawnee","NE","31133","=""31133""","27880"
"Perkins","NE","31135","=""31135""","N/A"
"Phelps","NE","31137","=""31137""","49864"
"Pierce","NE","31139","=""31139""","40491"
"Platte","NE","31141","=""31141""","47514"
"Polk","NE","31143","=""31143""","43691"
"Red Willow","NE","31145","=""31145""","35218"
"Richardson","NE","31147","=""31147""","29799"
"Rock","NE","31149","=""31149""","N/A"
"Saline","NE","31151","=""31151""","33222"
"Sarpy","NE","31153","=""31153""","52539"
"Saunders","NE","31155","=""31155""","41902"
"Scotts Bluff","NE","31157","=""31157""","43752"
"Seward","NE","31159","=""31159""","41553"
"Sheridan","NE","31161","=""31161""","50765"
"Sherman","NE","31163","=""31163""","30844"
"Sioux","NE","31165","=""31165""","N/A"
"Stanton","NE","31167","=""31167""","31504"
"Thayer","NE","31169","=""31169""","32684"
"Thomas","NE","31171","=""31171""","N/A"
"Thurston","NE","31173","=""31173""","N/A"
"Valley","NE","31175","=""31175""","35155"
"Washington","NE","31177","=""31177""","44983"
"Wayne","NE","31179","=""31179""","29857"
"Webster","NE","31181","=""31181""","31254"
"Wheeler","NE","31183","=""31183""","N/A"
"York","NE","31185","=""31185""","50804"
"Churchill","NV","32001","=""32001""","51809"
"Clark","NV","32003","=""32003""","56203"
"Douglas","NV","32005","=""32005""","47932"
"Elko","NV","32007","=""32007""","62808"
"Esmeralda","NV","32009","=""32009""","N/A"
"Eureka","NV","32011","=""32011""","N/A"
"Humboldt","NV","32013","=""32013""","43347"
"Lander","NV","32015","=""32015""","N/A"
"Lincoln","NV","32017","=""32017""","22962"
"Lyon","NV","32019","=""32019""","49409"
"Mineral","NV","32021","=""32021""","N/A"
"Nye","NV","32023","=""32023""","37926"
"Pershing","NV","32027","=""32027""","N/A"
"Storey","NV","32029","=""32029""","83767"
"Washoe","NV","32031","=""32031""","55917"
"White Pine","NV","32033","=""32033""","41036"
"Carson City","NV","32510","=""32510""","54371"
"Belknap","NH","33001","=""33001""","56171"
"Carroll","NH","33003","=""33003""","48961"
"Cheshire","NH","33005","=""33005""","48396"
"Coos","NH","33007","=""33007""","47733"
"Grafton","NH","33009","=""33009""","51779"
"Hillsborough","NH","33011","=""33011""","63455"
"Merrimack","NH","33013","=""33013""","57242"
"Rockingham","NH","33015","=""33015""","59586"
"Strafford","NH","33017","=""33017""","51766"
"Sullivan","NH","33019","=""33019""","45610"
"Atlantic","NJ","34001","=""34001""","68132"
"Bergen","NJ","34003","=""34003""","66033"
"Burlington","NJ","34005","=""34005""","73432"
"Camden","NJ","34007","=""34007""","67878"
"Cape May","NJ","34009","=""34009""","47388"
"Cumberland","NJ","34011","=""34011""","66547"
"Essex","NJ","34013","=""34013""","70977"
"Gloucester","NJ","34015","=""34015""","69032"
"Hudson","NJ","34017","=""34017""","73803"
"Hunterdon","NJ","34019","=""34019""","68335"
"Mercer","NJ","34021","=""34021""","71164"
"Middlesex","NJ","34023","=""34023""","73166"
"Monmouth","NJ","34025","=""34025""","65294"
"Morris","NJ","34027","=""34027""","73208"
"Ocean","NJ","34029","=""34029""","51496"
"Passaic","NJ","34031","=""34031""","71221"
"Salem","NJ","34033","=""34033""","55010"
"Somerset","NJ","34035","=""34035""","73326"
"Sussex","NJ","34037","=""34037""","62619"
"Union","NJ","34039","=""34039""","73738"
"Warren","NJ","34041","=""34041""","57238"
"Bernalillo","NM","35001","=""35001""","46573"
"Catron","NM","35003","=""35003""","N/A"
"Chaves","NM","35005","=""35005""","39251"
"Cibola","NM","35006","=""35006""","N/A"
"Colfax","NM","35007","=""35007""","32003"
"Curry","NM","35009","=""35009""","38614"
"De Baca","NM","35011","=""35011""","21744"
"Doña Ana","NM","35013","=""35013""","36576"
"Eddy","NM","35015","=""35015""","57224"
"Grant","NM","35017","=""35017""","38430"
"Guadalupe","NM","35019","=""35019""","N/A"
"Harding","NM","35021","=""35021""","N/A"
"Hidalgo","NM","35023","=""35023""","22751"
"Lea","NM","35025","=""35025""","59014"
"Lincoln","NM","35027","=""35027""","31859"
"Los Alamos","NM","35028","=""35028""","N/A"
"Luna","NM","35029","=""35029""","39710"
"McKinley","NM","35031","=""35031""","35004"
"Mora","NM","35033","=""35033""","48419"
"Otero","NM","35035","=""35035""","35427"
"Quay","NM","35037","=""35037""","21923"
"Rio Arriba","NM","35039","=""35039""","31745"
"Roosevelt","NM","35041","=""35041""","29755"
"Sandoval","NM","35043","=""35043""","42976"
"San Juan","NM","35045","=""35045""","47952"
"San Miguel","NM","35047","=""35047""","N/A"
"Santa Fe","NM","35049","=""35049""","37190"
"Sierra","NM","35051","=""35051""","36513"
"Socorro","NM","35053","=""35053""","32000"
"Taos","NM","35055","=""35055""","36807"
"Torrance","NM","35057","=""35057""","44682"
"Union","NM","35059","=""35059""","36957"
"Valencia","NM","35061","=""35061""","57346"
"Albany","NY","36001","=""36001""","73333"
"Allegany","NY","36003","=""36003""","35328"
"Bronx","NY","36005","=""36005""","74470"
"Broome","NY","36007","=""36007""","58046"
"Cattaraugus","NY","36009","=""36009""","50081"
"Cayuga","NY","36011","=""36011""","49774"
"Chautauqua","NY","36013","=""36013""","49692"
"Chemung","NY","36015","=""36015""","58211"
"Chenango","NY","36017","=""36017""","47452"
"Clinton","NY","36019","=""36019""","51859"
"Columbia","NY","36021","=""36021""","45270"
"Cortland","NY","36023","=""36023""","46875"
"Delaware","NY","36025","=""36025""","49319"
"Dutchess","NY","36027","=""36027""","62747"
"Erie","NY","36029","=""36029""","58050"
"Essex","NY","36031","=""36031""","45321"
"Franklin","NY","36033","=""36033""","44228"
"Fulton","NY","36035","=""36035""","42241"
"Genesee","NY","36037","=""36037""","45903"
"Greene","NY","36039","=""36039""","38854"
"Hamilton","NY","36041","=""36041""","28656"
"Herkimer","NY","36043","=""36043""","60113"
"Jefferson","NY","36045","=""36045""","49670"
"Kings","NY","36047","=""36047""","59415"
"Lewis","NY","36049","=""36049""","46759"
"Livingston","NY","36051","=""36051""","57221"
"Madison","NY","36053","=""36053""","47951"
"Monroe","NY","36055","=""36055""","58256"
"Montgomery","NY","36057","=""36057""","46258"
"Nassau","NY","36059","=""36059""","74137"
"New York","NY","36061","=""36061""","93066"
"Niagara","NY","36063","=""36063""","50366"
"Oneida","NY","36065","=""36065""","51194"
"Onondaga","NY","36067","=""36067""","58946"
"Ontario","NY","36069","=""36069""","72719"
"Orange","NY","36071","=""36071""","60569"
"Orleans","NY","36073","=""36073""","42301"
"Oswego","NY","36075","=""36075""","45149"
"Otsego","NY","36077","=""36077""","38177"
"Putnam","NY","36079","=""36079""","60129"
"Queens","NY","36081","=""36081""","82926"
"Rensselaer","NY","36083","=""36083""","64741"
"Richmond","NY","36085","=""36085""","72902"
"Rockland","NY","36087","=""36087""","67497"
"St. Lawrence","NY","36089","=""36089""","59226"
"Saratoga","NY","36091","=""36091""","59651"
"Schenectady","NY","36093","=""36093""","55029"
"Schoharie","NY","36095","=""36095""","51539"
"Schuyler","NY","36097","=""36097""","N/A"
"Seneca","NY","36099","=""36099""","64351"
